,Image,Collection,Production,Date,Occasion,Leaflet Language,Multiple Bill,Performance_ID,Normalized Title,Original Language,Composer,Original Premiere,Original Title,Genre,Title Language,Season,Directors
2165,Scan 2024-03-11 1549-102.jpeg,1954-1955,De Dappere Soldaat,1955-02-19,,ned,False,352853,De Dappere Soldaat,DUI,Oscar Strauss,1908,Der tapfere Soldat,operette,NL,1954-1955,August Baeyens
2166,Scan 2024-03-11 1549-105.jpeg,1954-1955,Traviata,1955-02-20,,ned,False,603086,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1954-1955,August Baeyens
2167,Scan 2024-03-11 1549-111.jpeg,1954-1955,Tannhäuser,1955-02-20,,ned,False,271569,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1954-1955,August Baeyens
2168,Scan 2024-03-11 1549-113.jpeg,1954-1955,La Tosca,1955-02-22,galavoorstelling,ned,False,829885,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2169,Scan 2024-03-11 1549-115.jpeg,1954-1955,De Ontvoering uit het Serail,1955-02-24,,ned,False,658013,De Ontvoering uit het Serail,DUI,Wolfgang Amadeus Mozart,1782,Die Entführung aus dem Serail,zangspel,NL,1954-1955,August Baeyens
2170,Scan 2024-03-11 1549-118.jpeg,1954-1955,De Dode Ogen,1955-02-26,,ned,True,179926,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,NL,1954-1955,August Baeyens
2171,Scan 2024-03-11 1549-118.jpeg,1954-1955,De Grote Kruik,1955-02-26,,ned,True,179926,De Grote Kruik,ITA,Luigi Pirandello,1928,La Giara,ballet,NL,1954-1955,August Baeyens
2172,Scan 2024-03-11 1549-125.jpeg,1954-1955,De Dappere Soldaat,1955-02-27,,ned,False,682117,De Dappere Soldaat,DUI,Oscar Strauss,1908,Der tapfere Soldat,operette,NL,1954-1955,August Baeyens
2173,Scan 2024-03-11 1549-127.jpeg,1954-1955,Traviata,1955-02-27,,ned,False,572388,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1954-1955,August Baeyens
2174,Scan 2024-03-11 1549-130.jpeg,1954-1955,André Chénier,1955-03-01,galavoorstelling,ned,False,866692,André Chénier,ITA,Umberto Giordano,1896,Andrea Chénier,verismo opera,Unk,1954-1955,August Baeyens
2175,Scan 2024-03-11 1549-132.jpeg,1954-1955,De Graaf van Luxemburg,1955-03-03,,ned,False,655498,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2176,Scan 2024-03-11 1549-134.jpeg,1954-1955,Traviata,1955-03-05,,ned,False,597434,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1954-1955,August Baeyens
2177,Scan 2024-03-11 1549-137.jpeg,1954-1955,Carmen,1955-03-06,,ned,False,559309,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1954-1955,August Baeyens
2178,Scan 2024-03-11 1549-145.jpeg,1954-1955,De Dode Ogen,1955-03-06,,ned,True,261967,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,NL,1954-1955,August Baeyens
2179,Scan 2024-03-11 1549-145.jpeg,1954-1955,De Grote Kruik,1955-03-06,,ned,True,261967,De Grote Kruik,ITA,Luigi Pirandello,1928,La Giara,ballet,NL,1954-1955,August Baeyens
2180,Scan 2024-03-11 1549-147.jpeg,1954-1955,De Barbier van Sevilla,1955-03-08,,ned,False,119483,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2181,Scan 2024-03-11 1549-149.jpeg,1954-1955,De Dode Ogen,1955-03-10,,ned,True,160691,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,NL,1954-1955,August Baeyens
2182,Scan 2024-03-11 1549-149.jpeg,1954-1955,De Grote Kruik,1955-03-10,,ned,True,160691,De Grote Kruik,ITA,Luigi Pirandello,1928,La Giara,ballet,NL,1954-1955,August Baeyens
2183,Scan 2024-03-11 1549-151.jpeg,1954-1955,Faust,1955-03-12,,ned,False,303825,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2184,Scan 2024-03-11 1549-153.jpeg,1954-1955,Tosca,1955-03-13,,ned,True,510996,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2185,Scan 2024-03-11 1549-153.jpeg,1954-1955,De Kermis van Delft,1955-03-13,,ned,True,510996,De Kermis van Delft,DUI,Hermann Reutter,1937,Die Kirmes von Delft,ballet,NL,1954-1955,August Baeyens
2186,Scan 2024-03-11 1549-156.jpeg,1954-1955,Zwarte Viooltjes,1955-03-13,,ned,False,608759,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1954-1955,August Baeyens
2187,Scan 2024-03-11 1549-162.jpeg,1954-1955,Prins Igor,1955-03-15,galavoorstelling,ned,False,111754,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2188,Scan 2024-03-11 1549-165.jpeg,1954-1955,Faust,1955-03-17,,ned,False,493907,Faust,FR,Charles Gounod,1859,Faust,grand opera,Unk,1954-1955,August Baeyens
2189,Scan 2024-03-11 1549-168.jpeg,1954-1955,Tristan en Isolde,1955-03-19,,ned,False,629209,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,NL,1954-1955,August Baeyens
2190,Scan 2024-03-11 1549-175.jpeg,1954-1955,Zwarte Viooltjes,1955-03-20,,ned,False,412792,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1954-1955,August Baeyens
2191,Scan 2024-03-11 1549-177.jpeg,1954-1955,Tosca,1955-03-20,,ned,True,362061,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2192,Scan 2024-03-11 1549-177.jpeg,1954-1955,De Kermis van Delft,1955-03-20,,ned,True,362061,De Kermis van Delft,DUI,Hermann Reutter,1937,Die Kirmes von Delft,ballet,NL,1954-1955,August Baeyens
2193,Scan 2024-03-11 1549-179.jpeg,1954-1955,Graaf van Luxemburg,1955-03-22,galavoorstelling,ned,False,367628,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2194,Scan 2024-03-11 1549-181.jpeg,1954-1955,Carmen,1955-03-24,,ned,False,471230,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1954-1955,August Baeyens
2195,Scan 2024-03-11 1549-183.jpeg,1954-1955,Zwarte Viooltjes,1955-03-26,,ned,False,430610,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1954-1955,August Baeyens
2196,Scan 2024-03-11 1549-185.jpeg,1954-1955,De Dode Ogen,1955-03-27,,ned,True,506904,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,NL,1954-1955,August Baeyens
2197,Scan 2024-03-11 1549-185.jpeg,1954-1955,De Grote Kruik,1955-03-27,,ned,True,506904,De Grote Kruik,ITA,Luigi Pirandello,1928,La Giara,ballet,NL,1954-1955,August Baeyens
2198,Scan 2024-03-11 1549-187.jpeg,1954-1955,Carmen,1955-03-27,,ned,False,429336,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1954-1955,August Baeyens
2199,Scan 2024-03-11 1549-189.jpeg,1954-1955,Boheme,1955-03-29,galavoorstelling,ned+fra,False,757045,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1954-1955,August Baeyens
2200,Scan 2024-03-11 1549-191.jpeg,1954-1955,Tristan en Isolde,1955-03-31,,ned,False,103184,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,NL,1954-1955,August Baeyens
2201,Scan 2024-03-11 1549-195.jpeg,1954-1955,Heibieke,1955-04-02,,ned,True,539665,Heibieke,NL,Edward Verheyden,?,Heibieke,?,Unk,1954-1955,August Baeyens
2202,Scan 2024-03-11 1549-195.jpeg,1954-1955,Europa Ontvoerd,1955-04-02,,ned,True,539665,Europa Ontvoerd,NL,Karel Albert,1950,Europa ontvoerd,opera buffa,NL,1954-1955,August Baeyens
2203,Scan 2024-03-11 1549-202.jpeg,1954-1955,Madama Butterfly,1955-04-03,,ned,False,497142,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1954-1955,August Baeyens
2204,Scan 2024-03-11 1549-204.jpeg,1954-1955,Tristan en Isolde,1955-04-03,,ned,False,791522,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,NL,1954-1955,August Baeyens
2205,Scan 2024-03-11 1549-206.jpeg,1954-1955,De Ontvoering uit het Serail,1955-04-05,galavoorstelling,ned,False,715982,De Ontvoering uit het Serail,DUI,Wolfgang Amadeus Mozart,1782,Die Entführung aus dem Serail,zangspel,NL,1954-1955,August Baeyens
2206,Scan 2024-03-11 1549-209.jpeg,1954-1955,Parsifal,1955-04-08,,ned,False,429588,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,Unk,1954-1955,August Baeyens
2207,Scan 2024-03-11 1549-216.jpeg,1954-1955,De Barbier van Sevilla,1955-04-09,,ned,False,489666,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2208,Scan 2024-03-11 1549-218.jpeg,1954-1955,Aida,1955-04-10,,ned,False,555781,Aïda,ITA,Giuseppe Verdi,1872,Aïda,opera,Unk,1954-1955,August Baeyens
2209,Scan 2024-03-11 1549-220.jpeg,1954-1955,Heibieke,1955-04-10,,ned,True,774939,Heibieke,NL,Edward Verheyden,?,Heibieke,?,Unk,1954-1955,August Baeyens
2210,Scan 2024-03-11 1549-220.jpeg,1954-1955,Europa Ontvoerd,1955-04-10,,ned,True,774939,Europa Ontvoerd,NL,Karel Albert,1950,Europa ontvoerd,opera buffa,NL,1954-1955,August Baeyens
2211,Scan 2024-03-11 1549-222.jpeg,1954-1955,Parsifal,1955-04-11,,ned,False,745768,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,Unk,1954-1955,August Baeyens
2212,Scan 2024-03-11 1549-224.jpeg,1954-1955,Carmen,1955-04-12,,ned,False,205237,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1954-1955,August Baeyens
2213,Scan 2024-03-11 1549-226.jpeg,1954-1955,Zwarte Viooltjes,1955-04-14,,ned,False,736536,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1954-1955,August Baeyens
2214,Scan 2024-03-11 1549-228.jpeg,1954-1955,De Graaf van Luxemburg,1955-04-16,,ned,False,773098,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2215,Scan 2024-03-11 1549-231.jpeg,1954-1955,De Parelvissers,1955-04-17,,ned,True,610743,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1954-1955,August Baeyens
2216,Scan 2024-03-11 1549-231.jpeg,1954-1955,De Grote Kruik,1955-04-17,,ned,True,610743,De Grote Kruik,ITA,Luigi Pirandello,1928,La Giara,ballet,NL,1954-1955,August Baeyens
2217,Scan 2024-03-11 1549-238.jpeg,1954-1955,Prins Igor,1955-04-17,,ned,False,184497,Prins Igor,RUS,Igor Knyaz,1890,	Князь Игорь,russian epic opera,NL,1954-1955,August Baeyens
2218,Scan 2024-03-11 1549-240.jpeg,1954-1955,Traviata,1955-04-19,,ned,False,141214,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1954-1955,August Baeyens
2219,Scan 2024-03-11 1549-242.jpeg,1954-1955,Heibieke,1955-04-21,,ned,True,457889,Heibieke,NL,Edward Verheyden,?,Heibieke,?,Unk,1954-1955,August Baeyens
2220,Scan 2024-03-11 1549-242.jpeg,1954-1955,Europa Ontvoerd,1955-04-21,,ned,True,457889,Europa Ontvoerd,NL,Karel Albert,1950,Europa ontvoerd,opera buffa,NL,1954-1955,August Baeyens
2221,Scan 2024-03-11 1549-244.jpeg,1954-1955,Carmen,1955-04-23,,ned,False,994650,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1954-1955,August Baeyens
2222,Scan 2024-03-11 1549-246.jpeg,1954-1955,Heibieke,1955-04-24,,ned,True,868689,Heibieke,NL,Edward Verheyden,?,Heibieke,?,Unk,1954-1955,August Baeyens
2223,Scan 2024-03-11 1549-246.jpeg,1954-1955,Europa Ontvoerd,1955-04-24,,ned,True,868689,Europa Ontvoerd,NL,Karel Albert,1950,Europa ontvoerd,opera buffa,NL,1954-1955,August Baeyens
2224,Scan 2024-03-11 1549-248.jpeg,1954-1955,De Barbier van Sevilla,1955-04-24,,ned,False,122067,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2225,Scan 2024-03-11 1549-250.jpeg,1954-1955,De Vledermuis,1955-04-26,galavoorstelling,ned,False,627970,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1954-1955,August Baeyens
2226,Scan 2024-03-11 1549-252.jpeg,1954-1955,Tannhäuser,1955-04-28,,ned,False,665324,Tannhauser,DUI,Richard Wagner,1845,Tannhäuser,romantische oper,Unk,1954-1955,August Baeyens
2227,Scan 2024-03-11 1549-259.jpeg,1954-1955,Boheme,1955-04-30,,ned,False,930512,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1954-1955,August Baeyens
2228,Scan 2024-03-11 1549-263.jpeg,1954-1955,De Vledermuis,1955-05-01,,ned,False,370827,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1954-1955,August Baeyens
2229,Scan 2024-03-11 1549-269.jpeg,1954-1955,Cavalleria Rusticana,1955-05-01,,ned,True,180200,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1954-1955,August Baeyens
2230,Scan 2024-03-11 1549-269.jpeg,1954-1955,Paljas,1955-05-01,,ned,True,180200,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1954-1955,August Baeyens
2231,Scan 2024-03-11 1549-271.jpeg,1954-1955,De Dappere Soldaat,1955-05-03,,ned,False,178158,De Dappere Soldaat,DUI,Oscar Strauss,1908,Der tapfere Soldat,operette,NL,1954-1955,August Baeyens
2232,Scan 2024-03-11 1549-273.jpeg,1954-1955,Traviata,1955-05-05,,ned,False,757146,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1954-1955,August Baeyens
2233,Scan 2024-03-11 1549-276.jpeg,1954-1955,Ariane en Blauwbaard,1955-05-07,,ned,False,385831,Ariane en Blauwbaard,FR,Paul Dukas,1906,Ariane et Barbe-bleue,romantische opera,NL,1954-1955,August Baeyens
2234,Scan 2024-03-11 1549-282.jpeg,1954-1955,Cavalleria Rusticana,1955-05-08,,ned,True,477752,Cavalleria Rusticana,ITA,Pietro Mascagni,1890,Cavalleria rusticana,?,ITA,1954-1955,August Baeyens
2235,Scan 2024-03-11 1549-282.jpeg,1954-1955,Paljas,1955-05-08,,ned,True,477752,Paljas,ITA,Ruggiero Leoncavallo,1892,Pagliacci,verisme,Unk,1954-1955,August Baeyens
2236,Scan 2024-03-11 1549-284.jpeg,1954-1955,De Dode Ogen,1955-05-10,,ned,True,447762,De Doode Oogen,DUI,Albert D'Eugen,1913,Die toten Augen,romantische oper,NL,1954-1955,August Baeyens
2237,Scan 2024-03-11 1549-284.jpeg,1954-1955,De Grote Kruik,1955-05-10,,ned,True,447762,De Grote Kruik,ITA,Luigi Pirandello,1928,La Giara,ballet,NL,1954-1955,August Baeyens
2238,Scan 2024-03-11 1549-286.jpeg,1954-1955,Ariane en Blauwbaard,1955-05-12,,ned,False,321225,Ariane en Blauwbaard,FR,Paul Dukas,1906,Ariane et Barbe-bleue,romantische opera,NL,1954-1955,August Baeyens
2239,Scan 2024-03-11 1549-288.jpeg,1954-1955,De Vledermuis,1955-05-14,,ned,False,784558,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1954-1955,August Baeyens
2240,Scan 2024-03-11 1549-290.jpeg,1954-1955,Boheme,1955-05-15,,ned,False,778370,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1954-1955,August Baeyens
2241,Scan 2024-03-11 1549-292.jpeg,1954-1955,Ariane en Blauwbaard,1955-05-15,,ned,False,721087,Ariane en Blauwbaard,FR,Paul Dukas,1906,Ariane et Barbe-bleue,romantische opera,NL,1954-1955,August Baeyens
2242,Scan 2024-03-11 1549-294.jpeg,1954-1955,Zwarte Viooltjes,1955-05-17,,ned,False,358201,Zwarte Viooltjes,NL,August Baeyens,1937,Zwarte Viooltjes,operette,NL,1954-1955,August Baeyens
2243,Scan 2024-03-11 1549-296.jpeg,1954-1955,De Vledermuis,1955-05-19,,ned,False,564978,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1954-1955,August Baeyens
2244,Scan 2024-03-11 1549-298.jpeg,1954-1955,De Parelvissers,1955-05-21,,ned,True,412018,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1954-1955,August Baeyens
2245,Scan 2024-03-11 1549-298.jpeg,1954-1955,De Grote Kruik,1955-05-21,,ned,True,412018,De Grote Kruik,ITA,Luigi Pirandello,1928,La Giara,ballet,NL,1954-1955,August Baeyens
2246,Scan 2024-03-11 1549-300.jpeg,1954-1955,Ariane en Blauwbaard,1955-05-22,,ned,False,804260,Ariane en Blauwbaard,FR,Paul Dukas,1906,Ariane et Barbe-bleue,romantische opera,NL,1954-1955,August Baeyens
2247,Scan 2024-03-11 1549-302.jpeg,1954-1955,De Graaf van Luxemburg,1955-05-22,,ned,False,266335,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2248,Scan 2024-03-11 1549-304.jpeg,1954-1955,Tosca,1955-05-24,galavoorstelling,ned,False,980546,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2249,Scan 2024-03-11 1549-306.jpeg,1954-1955,De Parelvissers,1955-05-26,,ned,True,221342,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1954-1955,August Baeyens
2250,Scan 2024-03-11 1549-306.jpeg,1954-1955,De Grote Kruik,1955-05-26,,ned,True,221342,De Grote Kruik,ITA,Luigi Pirandello,1928,La Giara,ballet,NL,1954-1955,August Baeyens
2251,Scan 2024-03-11 1549-309.jpeg,1954-1955,Elektra,1955-05-28,,ned,True,922004,Elektra,DUI,Richard Strauss,1909,Elektra,one-act,Unk,1954-1955,August Baeyens
2252,Scan 2024-03-11 1549-309.jpeg,1954-1955,Serenade van Peter Tsjaikowsky,1955-05-28,,ned,True,922004,Serenade van Peter Tsjaikowsky,?,Pjotr Tsjaikovski,?,?,ballet,NL,1954-1955,August Baeyens
2253,Scan 2024-03-11 1549-318.jpeg,1954-1955,Carmen,1955-05-29,,ned,False,157303,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1954-1955,August Baeyens
2254,Scan 2024-03-11 1549-320.jpeg,1954-1955,De Vledermuis,1955-05-29,,ned,False,423355,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1954-1955,August Baeyens
2255,Scan 2024-03-11 1549-322.jpeg,1954-1955,De Graaf van Luxemburg,1955-05-31,,ned,False,127026,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2256,Scan 2024-03-11 1549-325.jpeg,1954-1955,Tosca,1955-06-02,,ned,True,134770,Tosca,ITA,Giacomo Puccini,1900,Tosca,verismo opera,Unk,1954-1955,August Baeyens
2257,Scan 2024-03-11 1549-325.jpeg,1954-1955,Serenade van Peter Tsjaikowsky,1955-06-02,,ned,True,134770,Serenade van Peter Tsjaikowsky,?,Pjotr Tsjaikovski,?,?,ballet,NL,1954-1955,August Baeyens
2258,Scan 2024-03-11 1549-327.jpeg,1954-1955,Traviata,1955-06-04,,ned,False,347266,Traviata,ITA,Giuseppe Verdi,1853,La traviata,opera semiseria,Unk,1954-1955,August Baeyens
2259,Scan 2024-03-11 1549-329.jpeg,1954-1955,De Graaf van Luxemburg,1955-06-05,,ned,False,537184,De Graaf van Luxemburg,DUI,Franz Lehár,1909,Der Graf von Luxemburg,operette,NL,1954-1955,August Baeyens
2260,Scan 2024-03-11 1549-331.jpeg,1954-1955,Elektra,1955-06-05,,ned,True,233741,Elektra,DUI,Richard Strauss,1909,Elektra,one-act,Unk,1954-1955,August Baeyens
2261,Scan 2024-03-11 1549-331.jpeg,1954-1955,Serenade van Peter Tsjaikowsky,1955-06-05,,ned,True,233741,Serenade van Peter Tsjaikowsky,?,Pjotr Tsjaikovski,?,?,ballet,NL,1954-1955,August Baeyens
2262,Scan 2024-03-11 1549-333.jpeg,1954-1955,De Parelvissers,1955-06-07,,ned,True,813971,De Parelvisschers,FR,Georges Bizet,1863,Les pêcheurs de perles,romantische opera,NL,1954-1955,August Baeyens
2263,Scan 2024-03-11 1549-333.jpeg,1954-1955,Serenade van Peter Tsjaikowsky,1955-06-07,,ned,True,813971,Serenade van Peter Tsjaikowsky,?,Pjotr Tsjaikovski,?,?,ballet,NL,1954-1955,August Baeyens
2264,Scan 2024-03-11 1549-335.jpeg,1954-1955,De Barbier van Sevilla,1955-06-09,,ned,False,627901,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2265,Scan 2024-03-11 1549-339.jpeg,1954-1955,Gravin Maritza,1955-06-11,,ned,False,690454,Gravin Maritza,DUI,Emmerich Kálmán,1924,Gräfin Mariza,operette,NL,1954-1955,August Baeyens
2266,Scan 2024-03-11 1549-345.jpeg,1954-1955,Elektra,1955-06-12,,ned,True,234858,Elektra,DUI,Richard Strauss,1909,Elektra,one-act,Unk,1954-1955,August Baeyens
2267,Scan 2024-03-11 1549-345.jpeg,1954-1955,Serenade van Peter Tsjaikowsky,1955-06-12,,ned,True,234858,Serenade van Peter Tsjaikowsky,?,Pjotr Tsjaikovski,?,?,ballet,NL,1954-1955,August Baeyens
2268,Scan 2024-03-11 1549-347.jpeg,1954-1955,Madama Butterfly,1955-06-12,,ned,False,470188,Madame Butterfly,ITA,Giacomo Puccini,1904,Madama Butterfly,opera seria,NL,1954-1955,August Baeyens
2269,Scan 2024-03-11 1549-349.jpeg,1954-1955,Gravin Maritza,1955-06-14,,ned,False,379063,Gravin Maritza,DUI,Emmerich Kálmán,1924,Gräfin Mariza,operette,NL,1954-1955,August Baeyens
2270,Scan 2024-03-11 1549-351.jpeg,1954-1955,Boheme,1955-06-16,,ned,False,750273,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1954-1955,August Baeyens
2271,Scan 2024-03-11 1549-353.jpeg,1954-1955,Carmen,1955-06-18,,ned,False,130552,Carmen,FR,Georges Bizet,1875,Carmen,opéra comique,Unk,1954-1955,August Baeyens
2272,Scan 2024-03-11 1549-355.jpeg,1954-1955,De Barbier van Sevilla,1955-06-19,,ned,False,478954,De Barbier van Sevilla,ITA,Giovanni Paisiello,1782,Il barbiere di Siviglia,opera buffa,NL,1954-1955,August Baeyens
2273,Scan 2024-03-11 1549-357.jpeg,1954-1955,Gravin Maritza,1955-06-19,,ned,False,751098,Gravin Maritza,DUI,Emmerich Kálmán,1924,Gräfin Mariza,operette,NL,1954-1955,August Baeyens
2274,Scan 2024-03-11 1549-359.jpeg,1954-1955,De Vledermuis,1955-06-21,,ned,False,300172,De Vledermuis,DUI,Johan Strauss,1874,Die Fledermaus,operetta,NL,1954-1955,August Baeyens
2275,Scan 2024-03-11 1549-361.jpeg,1954-1955,Gravin Maritza,1955-06-23,,ned,False,770702,Gravin Maritza,DUI,Emmerich Kálmán,1924,Gräfin Mariza,operette,NL,1954-1955,August Baeyens
2276,Scan 2024-03-11 1549-363.jpeg,1954-1955,Tristan en Isolde,1955-06-25,,ned,False,254904,Tristan en Isolde,DUI,Richard Wagner,1860,Tristan und Isolde,gesamtkunstwerk,NL,1954-1955,August Baeyens
2277,Scan 2024-03-11 1549-365.jpeg,1954-1955,Gravin Maritza,1955-06-26,,ned,False,162210,Gravin Maritza,DUI,Emmerich Kálmán,1924,Gräfin Mariza,operette,NL,1954-1955,August Baeyens
2278,Scan 2024-03-11 1549-367.jpeg,1954-1955,Boheme,1955-06-26,,ned,False,142473,Bohème,ITA,Giacomo Puccini,1897,La bohème,verismo opera,Unk,1954-1955,August Baeyens
2279,Scan 2024-03-11 1549-369.jpeg,1954-1955,Salome,1955-06-28,,ned,False,989879,Salomé,DUI,Richard Strauss,1905,Salome,ballet,Unk,1954-1955,August Baeyens
2280,Scan 2024-03-11 1549-371.jpeg,1954-1955,Elektra,1955-06-30,,ned,False,950911,Elektra,DUI,Richard Strauss,1909,Elektra,one-act,Unk,1954-1955,August Baeyens
2281,Scan 2024-03-11 1549-373.jpeg,1954-1955,Parsifal,1955-07-02,,ned,False,137829,Parsifal,DUI,Richard Wagner,1882,Parsifal,music drama,Unk,1954-1955,August Baeyens
2282,Scan 2024-03-11 1549-377.jpeg,1954-1955,Miniatuur Hofdansen,1955-06-17,,ned,False,573265,Miniatuur Hofdansen,N/A,N/A,N/A,N/A,N/A,N/A,1954-1955,August Baeyens
2283,Scan 2024-03-11 1549-378.jpeg,1954-1955,Een Sotternij,1955-06-17,,ned,True,957303,Een Sotternij,N/A,N/A,N/A,N/A,N/A,N/A,1954-1955,August Baeyens
2284,Scan 2024-03-11 1549-378.jpeg,1954-1955,Kobolt,1955-06-17,,ned,True,957303,Kobolt,N/A,N/A,N/A,N/A,N/A,N/A,1954-1955,August Baeyens
2285,Scan 2024-03-11 1549-378.jpeg,1954-1955,Wals,1955-06-17,,ned,True,957303,Wals,N/A,N/A,N/A,N/A,N/A,N/A,1954-1955,August Baeyens
2286,Scan 2024-03-11 1549-378.jpeg,1954-1955,Nonsens,1955-06-17,,ned,True,957303,Nonsens,N/A,N/A,N/A,N/A,N/A,N/A,1954-1955,August Baeyens
2287,Scan 2024-03-11 1549-378.jpeg,1954-1955,Johannes,1955-06-17,,ned,True,957303,Johannes,N/A,N/A,N/A,N/A,N/A,N/A,1954-1955,August Baeyens
